Created At,Text
2021-03-09 23:36:12,"b'RT @jiggyjayy2: Baby, if Erica called Scrappy tomorrow and said she wants to be with him, Bambi would be a single mom because he would SKEE\xe2\x80\xa6'"
2021-03-09 23:35:39,"b'RT @Critter_Corral: OUR PIG OF THE WHEEK Bambi!\nHe was given up b/c owner had too many guinea pigs. He does NOT get along with others, pref\xe2\x80\xa6'"
2021-03-09 23:35:21,"b'RT @daangelprecious: i can\xe2\x80\x99t tell y\xe2\x80\x99all how much i hate the whole strong black women image \xf0\x9f\x98\xa9 i just want to b soft i don\xe2\x80\x99t want to b sad an\xe2\x80\xa6'"
2021-03-09 23:35:14,"b'RT @TyanahAriel: Idgaf who don\xe2\x80\x99t like me.'"
2021-03-09 23:35:08,"b'RT @ashlynvanhorn: some people just aren\xe2\x80\x99t meant to be in your life and that\xe2\x80\x99s okay'"
2021-03-09 23:35:04,"b'@3AMKOOK BAMBI YOURE SO PRETTY WHAT'"
2021-03-09 23:34:59,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:34:50,"b'Alright. Who is responsible for sucking the life out of me this week? I literally have absolutely no energy for anything\xf0\x9f\x98\xab'"
2021-03-09 23:34:44,"b'RT @kooliegirl: @DesiFromPardes @jmsexton_ @JoeBidenWon5 @joefaz @joelbgreen1 @JohnRosePutnam @JtRuss21 @justlanethere @jwahjwah @kat_couls\xe2\x80\xa6'"
2021-03-09 23:34:34,"b'@_vafinest some do it as a testimony and others for sympathy which can really help you feel better after such a bad thing'"
2021-03-09 23:34:26,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:33:40,"b'@DesiFromPardes @jmsexton_ @JoeBidenWon5 @joefaz @joelbgreen1 @JohnRosePutnam @JtRuss21 @justlanethere @jwahjwah\xe2\x80\xa6 https://t.co/Vq2uG1hlz4'"
2021-03-09 23:33:14,"b'Listen, I don\xe2\x80\x99t think this will last long. Bambi and Scrappy have a genuine hate for Erica, they\xe2\x80\x99ve shown it many m\xe2\x80\xa6 https://t.co/Tjj4ExGvqK'"
2021-03-09 23:32:54,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:32:41,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:32:08,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:32:03,"b'Bambi, this one is one of the last ones to go down fighting so hard.... he stays in his phone waiting for the Presi\xe2\x80\xa6 https://t.co/RGx3RY14q3'"
2021-03-09 23:31:57,"b'@TheFong @MattFinkes Biff\xe2\x80\x99s was good, but I gotta agree with you on La Bambi\xe2\x80\x99s'"
2021-03-09 23:31:38,"b'RT @jiggyjayy2: Baby, if Erica called Scrappy tomorrow and said she wants to be with him, Bambi would be a single mom because he would SKEE\xe2\x80\xa6'"
2021-03-09 23:31:20,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:31:08,"b'RT @scyeonslvr: \xe2\x80\x9ddon\xe2\x80\x99t be scared, unnie  is here\xe2\x80\x9d https://t.co/UdIWp4r7fd'"
2021-03-09 23:31:00,"b'@wtfjhtagain @tbiadvice @RickyCa69392149 @doug_in_nc @DexMacmo @BPeske @Narc_Problems @LisaRossi71 @MpoppEileen\xe2\x80\xa6 https://t.co/5heGAqbohj'"
2021-03-09 23:30:27,"b'RT @amourmoony: normalize calling james ""bambi"" to diffuse the tension \xf0\x9f\x98\x8c'"
2021-03-09 23:29:59,"b'@chuffaholic So you were the one who asked for Zoomer bambi'"
2021-03-09 23:29:18,"b'RT @Mnjsales: If your looking for the best Silkys Your at the right place a simple Retweet can help my business explode \xf0\x9f\x98\x8e https://t.co/DSOD\xe2\x80\xa6'"
2021-03-09 23:29:14,"b'@rusty_katt @chill_canada @boogykas @KIKI_SRQUS @TravelerOfTheU1 @MichaelCutter11 @KimRuxton @LuannaSheridan1\xe2\x80\xa6 https://t.co/mIOwleeYSd'"
2021-03-09 23:28:36,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:28:21,"b'@TravelerOfTheU1 @chill_canada @boogykas @KIKI_SRQUS @MichaelCutter11 @KimRuxton @LuannaSheridan1 @Gr3Te4rights\xe2\x80\xa6 https://t.co/hfK8XjJvDy'"
2021-03-09 23:27:27,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:27:26,"b'This = That. \nBambi Ronaldo,  Porto through. Juventus out! https://t.co/YIpJksAg3q'"
2021-03-09 23:27:04,"b'RT @omgeze: U.K. racism is soo much worse than US because this country is in denial that it even exist. You will go to HR and say someone c\xe2\x80\xa6'"
2021-03-09 23:26:34,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:25:23,"b""@patriottakes What? They didn't pull Bambi?"""
2021-03-09 23:25:18,"b'@chill_canada @boogykas @rusty_katt @KIKI_SRQUS @MichaelCutter11 @KimRuxton @LuannaSheridan1 @Gr3Te4rights\xe2\x80\xa6 https://t.co/AU7K8n2WF7'"
2021-03-09 23:25:12,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:24:58,"b'Just posted a photo @ Cheltenham, Gloucestershire https://t.co/ybReyLqJm9'"
2021-03-09 23:24:24,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:23:35,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:22:12,"b'@iamjvred @bambi_locs The truth hurts. Lets not normalize this behavior if it is true.'"
2021-03-09 23:22:11,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:21:59,"b'RT @archiveforkcw: this is a chaewon bambi comeback!! https://t.co/f1NJnCitfK'"
2021-03-09 23:21:17,"b""@jinkookgallery It doesn't matter what is the date of today, they always will see that 15 years old bambi eyed boy\xe2\x80\xa6 https://t.co/hRNKgOiIqS"""
2021-03-09 23:21:03,"b'RT @heresvix: the Bambi no one asked for \xf0\x9f\xa6\x8c\xf0\x9f\x93\xb1\xe2\x9c\xa8 https://t.co/5EYmxceVZc'"
2021-03-09 23:20:47,"b'RT @RiotAndAttackSA: Lydenburg #RIOTS\nUPDATE AT 15H40\nAVOID \nR36 FROM OHRIGSTAD AND \nR37 FROM BURGERSFORT TO LYDENBURG ROADS CLOSED\nBOOMPLA\xe2\x80\xa6'"
2021-03-09 23:59:58,"b'RT @AbeikuLytle: Abenkwan with the drama'"
2021-03-09 23:59:58,"b""RT @433: Incredible drama in Turin as @FCPorto's \xf0\x9f\x94\x9f men break Juve hearts \xf0\x9f\x90\x89 https://t.co/Iojx1uDqB8"""
2021-03-09 23:59:57,"b'RT @ymlx__: \xe2\x80\x9cIf it\xe2\x80\x99s not my business, it doesn\xe2\x80\x99t need my energy\xe2\x80\x9d\n\nI\xe2\x80\x99m telling you, if you live by that rule, your life will be at so much p\xe2\x80\xa6'"
2021-03-09 23:59:56,"b'[CN] Newly released trailer gives a first look at omnibus Hulu drama ""Iki wo Hisomete"" .\n\nEvery episode features a\xe2\x80\xa6 https://t.co/cFOffG7g2c'"
2021-03-09 23:59:51,"b'@fuckinghsj @iDarb5202 @NitaNitaTherapy @SuperStraightMF @My_Real_Soul Proven wrong? There is no one on this planet\xe2\x80\xa6 https://t.co/WAgHCBr8X2'"
2021-03-09 23:59:50,"b'RT @GfriendBuddyPH: [INFO] @GFRDofficial &amp; \'Me Gustas Tu"" were mentioned on \'Be My Boyfriend\' (2021 Web Drama). How to win your crush\'s hea\xe2\x80\xa6'"
2021-03-09 23:59:47,"b'RT @SER1897: Please, well-meaning white liberals, don\xe2\x80\x99t say that the latest drama with the Royal Family isn\xe2\x80\x99t worth your time.'"
2021-03-09 23:59:47,"b'And that touch only lasted 2 days. What a drama feels come back.'"
2021-03-09 23:59:44,"b'@kkoteushoon @NCTsmtown Drama lope lope\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d'"
2021-03-09 23:59:43,"b'@MartinK30009067 There should be less drama now\xf0\x9f\x98\x8f\xf0\x9f\x98\x81'"
2021-03-09 23:59:41,"b'drama in the tea room'"
2021-03-09 23:59:41,"b'RT @GfriendBuddyPH: [INFO] @GFRDofficial &amp; \'Me Gustas Tu"" were mentioned on \'Be My Boyfriend\' (2021 Web Drama). How to win your crush\'s hea\xe2\x80\xa6'"
2021-03-09 23:59:39,"b'Is the crown good/accurate ? All this royal family drama got me wanting to watch It'"
2021-03-09 23:59:39,"b""RT @433: Incredible drama in Turin as @FCPorto's \xf0\x9f\x94\x9f men break Juve hearts \xf0\x9f\x90\x89 https://t.co/Iojx1uDqB8"""
2021-03-09 23:59:38,"b'RT @Jjjwannables_2: Member Wanna One Schedule\nWednesday, March 10, 2021\n\n[Daniel/Jinyong]\n20.00 Kst | TMI News \n\n[Jisung/Jaehwan]\n22.35 Kst\xe2\x80\xa6'"
2021-03-09 23:59:36,"b'RT @nctdaoying: Mark mentioned what\xe2\x80\x99s funny is that he didn\xe2\x80\x99t know that Penthouse (drama) is airing again, but Penthouse is really Doyoung\xe2\x80\x99\xe2\x80\xa6'"
2021-03-09 23:59:36,"b'@luvjungwonbot I should probably watch more k drama\xe2\x80\x99s but I get bored quickly and an hour per episode is so long to\xe2\x80\xa6 https://t.co/wsRnib21MG'"
2021-03-09 23:59:33,"b'I\xe2\x80\x99m running out of supernatural teen drama tv shows'"
2021-03-09 23:59:33,"b""RT @433: Incredible drama in Turin as @FCPorto's \xf0\x9f\x94\x9f men break Juve hearts \xf0\x9f\x90\x89 https://t.co/Iojx1uDqB8"""
2021-03-09 23:59:32,"b'The audacity to still keep going on with the garbage drama when no one in a whole fandom impress by their trashy wr\xe2\x80\xa6 https://t.co/Ce9LnBEcme'"
2021-03-09 23:59:31,"b'@MattMarkusLV @LFN The rumbling grapevine has been saying that for a few days. Too much dang drama.smh Lets play football.'"
2021-03-09 23:59:31,"b'@Frost_215 @LottieDrangia @Carma270 @Damn_Dan_iel @ManMilk2 They legit went to all the BAD places to talk about it.\xe2\x80\xa6 https://t.co/nSpCXozFDc'"
2021-03-09 23:59:31,"b'RT @433: LATE DRAMA \xe2\x8f\xb0 https://t.co/tYFLochz10'"
2021-03-09 23:59:30,"b'RT @nctdaoying: Mark mentioned what\xe2\x80\x99s funny is that he didn\xe2\x80\x99t know that Penthouse (drama) is airing again, but Penthouse is really Doyoung\xe2\x80\x99\xe2\x80\xa6'"
2021-03-09 23:59:30,"b'RT @MaryLSchmidt: .99 cents! ""I want to go to Heaven, Mom"". Five years old. What would you say? #ASMSG #SNRTG    \nhttps://t.co/90qXUaiOs6 #\xe2\x80\xa6'"
2021-03-09 23:59:27,"b""RT @ksalvord: Had a blast talking with @marsdoug of #ItsASin to get the full scoop on Roscoe Babatunde's complex journey &amp; how @russelldavi\xe2\x80\xa6"""
2021-03-09 23:59:27,"b'TROTAR is my first chinese historical drama'"
2021-03-09 23:59:26,"b'@KEEMSTAR your Drama Alerts are getting boring. Just personal opinion based on the recent content. Biased and perso\xe2\x80\xa6 https://t.co/bIOdOiCL4h'"
2021-03-09 23:59:26,"b""@rexmon01 @AlchemistGira @millenniumloops Clearly somebody wasn't following the Sw/Sh drama when it came out..."""
2021-03-09 23:59:25,"b'RT @NaserMestarihi: If the Meghan &amp; Harry interview was an Indian drama. \xf0\x9f\x98\x82 https://t.co/cN2ict8KoB'"
2021-03-09 23:59:23,"b'RT @U4EUH_: Me leaving Twitter every time there\xe2\x80\x99s a sprinkle of drama because I\xe2\x80\x99m 29 years old: https://t.co/Z16OKEk8QL'"
2021-03-09 23:59:23,"b""RT @paulchowdhry: What Meghan didn't understand with a royal marriage, is you don't just marry the person, you marry the family, followed b\xe2\x80\xa6"""
2021-03-09 23:59:22,"b'RT @nctdaoying: Mark mentioned what\xe2\x80\x99s funny is that he didn\xe2\x80\x99t know that Penthouse (drama) is airing again, but Penthouse is really Doyoung\xe2\x80\x99\xe2\x80\xa6'"
2021-03-09 23:59:22,"b'RT @ForeverLouiseB1: Veronica hadn\xe2\x80\x99t had a major role after signing with Paramount in 1940 and the aerial drama If I Had Wings (1941) becam\xe2\x80\xa6'"
2021-03-09 23:59:22,"b""winkcade in the evening , lin's drama at night and im busy with assignments \xf0\x9f\x99\x82"""
2021-03-09 23:59:21,"b'RT @5yb3r: ethan klein trying to cancel james charles for being a predator after the colourblock hoodie drama feels very reminiscent of tat\xe2\x80\xa6'"
2021-03-09 23:59:21,"b'RT @Tef_lon_don: Then I figga ebi akan drama oo, saana ebi true. So very soon Piano ein kiddie go bell me \xe2\x80\x9c Uncle Teflon\xe2\x80\x9d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
2021-03-09 23:59:20,"b""what's the drama? \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\x85"""
2021-03-09 23:59:19,"b'Hey hi! Leaders do not have to have opinions on every single drama or news headline! It\xe2\x80\x99s admirable he is choosing\xe2\x80\xa6 https://t.co/HUp1mjXqgT'"
2021-03-09 23:59:19,"b'RT @kdrama_news: #PyoYeJin is confirmed to join upcoming SBS drama #TaxiDriver replacing Lee Na Eun. \n\nThe drama is scheduled to air its fi\xe2\x80\xa6'"
2021-03-09 23:59:15,"b'Just watched Drama Alert \nand saw @DavidDobrik is getting hate.What is this world'"
2021-03-09 23:59:14,"b'hmm nungz x abe twitter with drama that involves sexual content again but I prefer not to speak.'"
2021-03-09 23:59:12,"b'feels good to not be in work drama \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 i literally make my money &amp; gone bout my day'"
2021-03-09 23:59:12,"b'RT @lvzhiforkuanlin: \xf0\x9f\x93\xa2 Calling all Lvzhi\n\nLet\'s apreciate this project to support Lai Kuanlin for his new drama ""Don\'t Distrub My Learning""\xe2\x80\xa6'"
2021-03-09 23:59:11,"b'@everywhereist Drama, by a mile.'"
2021-03-09 23:59:09,"b'RT @U4EUH_: Me leaving Twitter every time there\xe2\x80\x99s a sprinkle of drama because I\xe2\x80\x99m 29 years old: https://t.co/Z16OKEk8QL'"
2021-03-09 23:59:09,"b""RT @433: Incredible drama in Turin as @FCPorto's \xf0\x9f\x94\x9f men break Juve hearts \xf0\x9f\x90\x89 https://t.co/Iojx1uDqB8"""
2021-03-09 23:59:09,"b'RT @cloverblossoms_: NTV drama ""Anata no Ban-desu"" starring #TanakaKei and #HaradaTomoyo to gets movie version release in December 2021. Th\xe2\x80\xa6'"
2021-03-09 23:59:08,"b""RT @433: Incredible drama in Turin as @FCPorto's \xf0\x9f\x94\x9f men break Juve hearts \xf0\x9f\x90\x89 https://t.co/Iojx1uDqB8"""
2021-03-09 23:59:06,"b'RT @NaserMestarihi: If the Meghan &amp; Harry interview was an Indian drama. \xf0\x9f\x98\x82 https://t.co/cN2ict8KoB'"
2021-03-09 23:59:05,"b'Oprah lowkey drama \xf0\x9f\x98\x82'"
2021-03-09 23:59:04,"b'my remix gift has me thinking about the ol standby trope of ""let\'s just practice kissing for when we both get girlf\xe2\x80\xa6 https://t.co/KXf5Kpsme5'"
2021-03-09 23:59:04,"b""@TheHotdogPanda Yea... I don't hang out in fandom everyday and usually stay out of drama so I miss something VERY o\xe2\x80\xa6 https://t.co/xSBr3KCRFv"""
2021-03-09 23:59:03,"b'@doofendorf I live for the drama'"
2021-03-09 23:59:00,"b""RT @tiqqmrcn: Assalamualaikum &amp; Helloooo ladies! Sempena harini adalah Women's Day, I nak give something for you guys \xf0\x9f\x8e\x89\n\n2 orang LUCKY PERS\xe2\x80\xa6"""
2021-03-09 23:59:00,"b'@rissyjay https://t.co/xNaMnh6vJ1 A secret agreement between 2 ex film students leads to crime and betrayal.\xe2\x80\xa6 https://t.co/KMbKcBZ0qq'"
2021-03-09 23:58:59,"b'anyways life drama over hope da oomfs are doin good today \xf0\x9f\xa5\xb0'"
2021-03-09 23:58:55,"b'@Marengo234 @janecoaston Best advice I ever got...Teach elementary if you love kids, high school if you love the su\xe2\x80\xa6 https://t.co/cL0niJ7exs'"
2021-03-09 23:58:53,"b'RT @Law_Sdorica: Anybody who is associated with @/GraffitiCxt, @/thelittleshibe, should gtfo and never look back. These are the type or peo\xe2\x80\xa6'"
2021-03-09 23:58:53,"b'@evabenzofficial I\xe2\x80\x99m a \xe2\x80\x9creview board client\xe2\x80\x9d. And I would love this idea. Could start some controversy\xe2\x80\x99s and unnece\xe2\x80\xa6 https://t.co/rZiQX7isPz'"
2021-03-09 23:58:52,"b'RT @GfriendBuddyPH: [INFO] @GFRDofficial &amp; \'Me Gustas Tu"" were mentioned on \'Be My Boyfriend\' (2021 Web Drama). How to win your crush\'s hea\xe2\x80\xa6'"
2021-03-09 23:58:50,"b'RT @AmizaSherry: Just in case Kang Daniel &amp; Chae Soo Bin accept the roles to act in ""Our Police Class"", let me put down below the synopsis\xe2\x80\xa6'"
2021-03-09 23:58:50,"b""Finished honey and clover, really good drama, good va's, great characters. Will be watching sword art online finall\xe2\x80\xa6 https://t.co/ddrZusxlgv"""
2021-03-09 23:58:49,"b'RT @listenonrepeat: His debut solo album, Color On Me was well received and he has gone from strength to strength since then.\n\nYet while hi\xe2\x80\xa6'"
2021-03-09 23:58:48,"b'why are yall bringing dream into drama that aint even have to do with him again'"
2021-03-09 23:58:48,"b'RT @naledimashishi: All this drama because a grown man decided to move out his grandmother\xe2\x80\x99s house and be honest about his family'"
2021-03-09 23:58:47,"b'@arkastadt hhhhh so much delicious drama this really is my current favourite fic i just need more like i need air'"
2021-03-09 23:58:44,"b'RT @MOTUSmirror: The Would-Be-Princess Is Quite The Drama Queen\n\nhttps://t.co/mWf0b0inqr\n\n#GetTheFacts #MOTUS @TwitchyTeam https://t.co/4Do\xe2\x80\xa6'"
2021-03-09 23:58:43,"b'i hate drama more than anything'"
2021-03-09 23:58:41,"b'RT @SimLifeforJen: \xf0\x9f\x9a\xa816 hours left to watch and vote for what drama will unfold in EP 7.Who is Peyton to Lorelei? Will Phoenix walk back thr\xe2\x80\xa6'"
2021-03-09 23:58:41,"b'RT @ChampionsLeague: \xe2\x8f\xaa 2012 final penalty shoot-out...\n\n\xf0\x9f\x94\xb5 Relive the drama as Petr \xc4\x8cech &amp; Didier Drogba made history with Chelsea \xf0\x9f\x8f\x86\n\n#UCL |\xe2\x80\xa6'"
2021-03-09 23:58:40,"b'@Midasforndidi @DStvNg You know ppl like drama sha....they will be fine'"
2021-03-09 23:58:40,"b""Britain's Got Drama (Blerds N The Hood - Episode 86) https://t.co/dyUaN93BTY via @YouTube"""
2021-03-09 23:58:40,"b'RT @henrywinter: And that\xe2\x80\x99s why football\xe2\x80\x99s the greatest sport in the world. #JUVPOR fabulous game. Constant drama, extra time, end to end,\xe2\x80\xa6'"
2021-03-09 23:58:38,"b'@rebeccarightnow @AllTheLoveCoco I think because drama sells?\n\nI\xe2\x80\x99m with you tho. No need to air dirty laundry in public.'"
2021-03-09 23:58:38,"b'@Para_Underworld it makes no sense!  We keep our noses out of the stupid drama going on yet it seems like we are di\xe2\x80\xa6 https://t.co/5diFV06Bya'"
2021-03-09 23:58:38,"b'@Jorjas_Art hi please dont spread misinformation. i was new to the whole drama back then and i wasn\xe2\x80\x99t sure what had\xe2\x80\xa6 https://t.co/8mi1wraOUr'"
2021-03-09 23:58:37,"b'RT @SER1897: Please, well-meaning white liberals, don\xe2\x80\x99t say that the latest drama with the Royal Family isn\xe2\x80\x99t worth your time.'"
2021-03-09 23:58:37,"b'RT @GfriendBuddyPH: [INFO] @GFRDofficial &amp; \'Me Gustas Tu"" were mentioned on \'Be My Boyfriend\' (2021 Web Drama). How to win your crush\'s hea\xe2\x80\xa6'"
2021-03-09 23:58:37,"b'RT @monroe_goddess: Drama free, employed, unbothered, pretty asf and minding my own mf business \xf0\x9f\xa4\xaa'"
2021-03-09 23:58:34,"b'The drama script...'"
2021-03-09 23:58:32,"b'RT @GfriendBuddyPH: [INFO] @GFRDofficial &amp; \'Me Gustas Tu"" were mentioned on \'Be My Boyfriend\' (2021 Web Drama). How to win your crush\'s hea\xe2\x80\xa6'"
2021-03-09 23:58:31,"b'I love Josh but gotta be team wrong Kyle/Ro atm. Ro staying will cause more long term drama I think. #bbcan9'"
2021-03-09 23:58:28,"b""RT @k_popstory: Singer and Actor Park Jihoon will be the main character of new drama 'Blue Spring From A Distance',  confirmed to air in Ju\xe2\x80\xa6"""
2021-03-09 23:58:28,"b'RT @NaserMestarihi: If the Meghan &amp; Harry interview was an Indian drama. \xf0\x9f\x98\x82 https://t.co/cN2ict8KoB'"
2021-03-09 23:58:26,"b'RT @noforts: ""I say, \'Bring it on.\'""\n\nMads introducing Best Drama Series at The Critics Choice Awards- https://t.co/2JG2cgVleC'"
2021-03-09 23:58:24,"b'Its real easy to put the blame on me \xf0\x9f\x98\x82 Instead of admitting what you did. \n\nImagine that. What kinda high school type drama is this?? Lmaooo'"
2021-03-09 23:58:22,"b'RT @DomundiFrance: #\xed\x94\xbc\xec\xb9\x98\xec\x98\xa4\xeb\xb8\x8c\xed\x83\x80\xec\x9e\x84 #PeachOfTime What we know\n\nPRODUCTION &amp; CAST (see pics)\n\nSilkWood is a publishing company specializing in drama\xe2\x80\xa6'"
2021-03-09 23:58:21,"b'@TWOGHOSTS93 @putalittlelovex they\xe2\x80\x99re actually amazing and so funny pls \xf0\x9f\x92\x80\xf0\x9f\xa4\x9a also they are the biggest one direction\xe2\x80\xa6 https://t.co/F7GqIXlrUx'"
2021-03-09 23:58:21,"b'@eddieb2 Do you know what way they are doing with it? I think there is the space for a Buddy cop or will they go drama?'"
2021-03-09 23:58:18,"b'RT @nordicdrama: #CamillaL\xc3\xa4ckberg Creates Soapy Crime Drama. #Lyckoviken #Sweden #nordicnoir #Viaplay. https://t.co/xUyKdANQ6d'"
2021-03-09 23:58:18,"b'Looking forward to watching #IdrisElba and #CalebMcLaughlin in Netflix\xe2\x80\x99s new drama #ConcreteCowboys \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbe #April2 https://t.co/ioN7s2vX6B'"
2021-03-09 23:58:17,"b""RT @hpriestsubs: Iki wo Hisomete\n(lit. With Bated Breath)\n\nI'm really looking forward to this hulu jp omnibus drama and I don't mind renewi\xe2\x80\xa6"""
2021-03-09 23:58:17,"b'RT @AbeikuLytle: Abenkwan with the drama'"
2021-03-09 23:58:16,"b'been thinking very deeply about a moody &amp; existential stanpat-centric solaris AU where all the losers have angsty s\xe2\x80\xa6 https://t.co/uDwIAYSTRx'"
2021-03-09 23:58:15,"b""RT @paulchowdhry: What Meghan didn't understand with a royal marriage, is you don't just marry the person, you marry the family, followed b\xe2\x80\xa6"""
2021-03-09 23:58:15,"b""- Hindi News\n- Local\n- Mp\n- Bhopal\n- Staging A 'Lamjhana' Drama Under The Direction Of Jyoti Dubey At The Shaurya S\xe2\x80\xa6 https://t.co/C0M052PBlI"""
2021-03-09 23:58:14,"b'RT @soompi: Pyo Ye Jin To Replace APRIL\xe2\x80\x99s Naeun In Upcoming SBS Drama \xe2\x80\x9cTaxi Driver\xe2\x80\x9d\nhttps://t.co/JNgszMPHYq https://t.co/sb3THcVvQO'"
2021-03-09 23:58:13,"b'RT @AlanSarapa: Since the only GH BTS drama this weekend involved BBC, tonight will be the #YR centric episode of the podcast. Let me go gl\xe2\x80\xa6'"
2021-03-09 23:58:13,"b""#Delilah EP Previews New OWN Drama ('Black Women Hold So Many Worlds Together'), Teases #Greenleaf Spinoff https://t.co/4OmMBrnVQL"""
2021-03-11 23:59:59,"b'RT @marsaimartin: Y\xe2\x80\x99all ... I\xe2\x80\x99m so happy to finally be able to talk about this ... \xf0\x9f\x92\xab\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x92\xab https://t.co/c0uOnp8WR9'"
2021-03-11 23:59:59,"b'RT @stickermule: Twitter is designed to make us all cranky. \xf0\x9f\x98\xa0\n\nSticker Mule is fighting back with fun. \xf0\x9f\x8e\x89\n\nHelp us make the Internet a happy\xe2\x80\xa6'"
2021-03-11 23:59:59,"b'RT @linbea945: So very happy to see him busy and happy with the wonderful team step by step towards the realization of his interests and id\xe2\x80\xa6'"
2021-03-11 23:59:59,"b'@WonkasFactory_ @dogsxjohnnydepp @Poppytrixx @jdeppjustice @edwardsscissors I love you so much too Aimee you make m\xe2\x80\xa6 https://t.co/xaVUJ7suZt'"
2021-03-11 23:59:59,"b'RT @cyndrobson: @marizulca \n\nHappy Birthday dear Marisol \xf0\x9f\x8e\xb6  \nMay your special day be filled with many happy hours and your life with many h\xe2\x80\xa6'"
2021-03-11 23:59:59,"b'RT @TXTChartData: ""K-pop is known for its cheerful, happy portrayals of youth. TXT have regularly deviated from that standard, straddling t\xe2\x80\xa6'"
2021-03-11 23:59:59,"b""RT @Sentinels: We're happy to announce that @TenZOfficial will be joining Sentinels to compete in Masters Stage 1."""
2021-03-11 23:59:59,"b'RT @jasminrreyes: Happy 18th Birthday to Me\xf0\x9f\xa4\x8d https://t.co/0gIL8lKxEL'"
2021-03-11 23:59:58,"b'RT @nagilovesyou6: My girl~ only the most important question.....Are you happy?\xf0\x9f\x98\x89 https://t.co/NhwBLcfdcI'"
2021-03-11 23:59:58,"b'RT @TheSpearsRoom: Selena Gomez recently talked about #FramingBritneySpears with LA Times!!\n\n \xe2\x80\x9cI\xe2\x80\x99ve seen so much, and it feels violating fo\xe2\x80\xa6'"
2021-03-11 23:59:58,"b'RT @marsaimartin: Y\xe2\x80\x99all ... I\xe2\x80\x99m so happy to finally be able to talk about this ... \xf0\x9f\x92\xab\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x92\xab https://t.co/c0uOnp8WR9'"
2021-03-11 23:59:58,"b'RT @GenSandi: @EmilyAsper Same. Came for work 10 years ago, left, came back &amp; stayed for #Sanditon, which now has its dedicated account!! H\xe2\x80\xa6'"
2021-03-11 23:59:58,"b'RT @BrightsInterfan: Happy birthday Sarawat Guntithanon \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89\xf0\x9f\x8e\x82\nThanks for become lovely character for us. We will always love you \xe2\x9d\xa4\xef\xb8\x8f @bbrigh\xe2\x80\xa6'"
